 #  Results from PENCYL. 
 #  2D dose and charge distribs. in body KL=  1, KC=  2
 #  Columns: 1=Z (cm),  2=radius (=sqrt(X**2+Y**2), in cm) 
 #           3=dose (eV/g), 4=uncertainty (eV/g).
 #           5=charge (e/cm**3), 6=uncertainty (e/cm**3).

   5.000000E-07  1.045000E-06  1.008975E+16  2.728256E+14 -4.672268E+13  4.837797E+12
   1.500000E-06  1.045000E-06  1.429505E+16  3.322706E+14 -6.807872E+13  5.842156E+12
   2.500000E-06  1.045000E-06  1.494323E+16  3.352472E+14 -6.862023E+13  5.966128E+12
   3.500000E-06  1.045000E-06  1.534678E+16  3.383262E+14 -7.102321E+13  6.039117E+12
   4.500000E-06  1.045000E-06  1.539336E+16  3.403860E+14 -6.922944E+13  5.994571E+12
   5.500000E-06  1.045000E-06  1.554874E+16  3.473000E+14 -6.972019E+13  6.069980E+12
   6.500000E-06  1.045000E-06  1.550205E+16  3.472934E+14 -6.679262E+13  6.008745E+12
   7.500000E-06  1.045000E-06  1.577403E+16  3.436417E+14 -7.007556E+13  6.142367E+12
   8.500000E-06  1.045000E-06  1.559240E+16  3.506496E+14 -6.862023E+13  6.138171E+12
   9.500000E-06  1.045000E-06  1.570245E+16  3.471139E+14 -7.276622E+13  6.148445E+12
   1.050000E-05  1.045000E-06  1.598992E+16  3.507217E+14 -6.958481E+13  6.136280E+12
   1.150000E-05  1.045000E-06  1.587090E+16  3.451999E+14 -7.239392E+13  6.036341E+12
   1.250000E-05  1.045000E-06  1.600771E+16  3.526293E+14 -7.361233E+13  6.176883E+12
   1.350000E-05  1.045000E-06  1.553020E+16  3.379467E+14 -7.014325E+13  6.086305E+12
   1.450000E-05  1.045000E-06  1.586064E+16  3.458237E+14 -7.212316E+13  6.086515E+12
   1.550000E-05  1.045000E-06  1.589138E+16  3.478955E+14 -6.931405E+13  6.127033E+12
   1.650000E-05  1.045000E-06  1.568865E+16  3.470973E+14 -6.897560E+13  6.083977E+12
   1.750000E-05  1.045000E-06  1.596394E+16  3.542824E+14 -7.320620E+13  6.127870E+12
   1.850000E-05  1.045000E-06  1.561913E+16  3.431250E+14 -6.702953E+13  6.066798E+12
   1.950000E-05  1.045000E-06  1.574678E+16  3.479349E+14 -7.322312E+13  6.082489E+12
   2.050000E-05  1.045000E-06  1.573006E+16  3.462409E+14 -7.107398E+13  6.066156E+12
   2.150000E-05  1.045000E-06  1.572984E+16  3.498571E+14 -6.812948E+13  6.127455E+12
   2.250000E-05  1.045000E-06  1.575956E+16  3.482053E+14 -6.818025E+13  6.097730E+12
   2.350000E-05  1.045000E-06  1.586115E+16  3.495666E+14 -7.119243E+13  6.159127E+12
   2.450000E-05  1.045000E-06  1.560229E+16  3.461609E+14 -7.159857E+13  6.047220E+12
   2.550000E-05  1.045000E-06  1.563379E+16  3.411032E+14 -7.181856E+13  6.051267E+12
   2.650000E-05  1.045000E-06  1.568572E+16  3.421370E+14 -6.802795E+13  6.062334E+12
   2.750000E-05  1.045000E-06  1.559480E+16  3.469432E+14 -6.838332E+13  6.065097E+12
   2.850000E-05  1.045000E-06  1.557388E+16  3.462534E+14 -6.956789E+13  6.054463E+12
   2.950000E-05  1.045000E-06  1.562990E+16  3.561153E+14 -6.995710E+13  6.078042E+12
