 #  Results from PENCYL. 
 #  2D dose and charge distribs. in body KL=  1, KC=  2
 #  Columns: 1=Z (cm),  2=radius (=sqrt(X**2+Y**2), in cm) 
 #           3=dose (eV/g), 4=uncertainty (eV/g).
 #           5=charge (e/cm**3), 6=uncertainty (e/cm**3).

   5.000000E-07  1.045000E-06  7.878657E+15  2.260487E+14 -7.029555E+13  5.018974E+12
   1.500000E-06  1.045000E-06  1.039524E+16  2.594951E+14 -9.486684E+13  5.765073E+12
   2.500000E-06  1.045000E-06  1.068428E+16  2.635020E+14 -9.620371E+13  5.815147E+12
   3.500000E-06  1.045000E-06  1.068656E+16  2.618083E+14 -9.594987E+13  5.846751E+12
   4.500000E-06  1.045000E-06  1.070243E+16  2.625837E+14 -9.449455E+13  5.901160E+12
   5.500000E-06  1.045000E-06  1.096881E+16  2.680789E+14 -9.838669E+13  5.920775E+12
   6.500000E-06  1.045000E-06  1.087072E+16  2.636978E+14 -9.501914E+13  5.844327E+12
   7.500000E-06  1.045000E-06  1.102774E+16  2.674401E+14 -9.869129E+13  5.951168E+12
   8.500000E-06  1.045000E-06  1.098961E+16  2.643008E+14 -9.564527E+13  5.885852E+12
   9.500000E-06  1.045000E-06  1.091063E+16  2.656979E+14 -9.307307E+13  5.884104E+12
   1.050000E-05  1.045000E-06  1.104075E+16  2.676640E+14 -9.512067E+13  5.957449E+12
   1.150000E-05  1.045000E-06  1.089288E+16  2.666750E+14 -8.848710E+13  5.850507E+12
   1.250000E-05  1.045000E-06  1.094296E+16  2.662896E+14 -9.351305E+13  5.942941E+12
   1.350000E-05  1.045000E-06  1.084369E+16  2.651351E+14 -9.534066E+13  5.940336E+12
   1.450000E-05  1.045000E-06  1.091099E+16  2.656569E+14 -9.429148E+13  5.912069E+12
   1.550000E-05  1.045000E-06  1.101613E+16  2.690997E+14 -9.474838E+13  5.963935E+12
   1.650000E-05  1.045000E-06  1.102175E+16  2.671808E+14 -9.659292E+13  5.915116E+12
   1.750000E-05  1.045000E-06  1.094878E+16  2.660513E+14 -9.534066E+13  5.949873E+12
   1.850000E-05  1.045000E-06  1.102058E+16  2.685951E+14 -9.173620E+13  5.878190E+12
   1.950000E-05  1.045000E-06  1.104545E+16  2.663915E+14 -9.155005E+13  5.890235E+12
   2.050000E-05  1.045000E-06  1.109075E+16  2.692726E+14 -9.554373E+13  5.977531E+12
   2.150000E-05  1.045000E-06  1.096961E+16  2.652074E+14 -9.212541E+13  5.929049E+12
   2.250000E-05  1.045000E-06  1.099195E+16  2.652299E+14 -9.143160E+13  5.876437E+12
   2.350000E-05  1.045000E-06  1.106480E+16  2.684743E+14 -9.452839E+13  5.974945E+12
   2.450000E-05  1.045000E-06  1.105438E+16  2.700969E+14 -9.704982E+13  5.985070E+12
   2.550000E-05  1.045000E-06  1.089527E+16  2.629674E+14 -9.381765E+13  5.976671E+12
   2.650000E-05  1.045000E-06  1.090149E+16  2.642526E+14 -9.569603E+13  5.966958E+12
   2.750000E-05  1.045000E-06  1.092367E+16  2.651365E+14 -9.166851E+13  5.883011E+12
   2.850000E-05  1.045000E-06  1.083296E+16  2.651111E+14 -9.307307E+13  5.880599E+12
   2.950000E-05  1.045000E-06  1.103017E+16  2.675155E+14 -9.490068E+13  5.965880E+12
   3.050000E-05  1.045000E-06  1.098139E+16  2.655317E+14 -8.830096E+13  5.909461E+12
   3.150000E-05  1.045000E-06  1.092835E+16  2.674134E+14 -9.471454E+13  5.908362E+12
   3.250000E-05  1.045000E-06  1.098012E+16  2.649931E+14 -9.332690E+13  5.916646E+12
   3.350000E-05  1.045000E-06  1.077343E+16  2.645496E+14 -9.007781E+13  5.824898E+12
   3.450000E-05  1.045000E-06  1.092402E+16  2.670853E+14 -9.395303E+13  5.869631E+12
   3.550000E-05  1.045000E-06  1.079498E+16  2.650150E+14 -8.967167E+13  5.861948E+12
   3.650000E-05  1.045000E-06  1.082278E+16  2.628188E+14 -9.352997E+13  5.896137E+12
   3.750000E-05  1.045000E-06  1.077832E+16  2.615925E+14 -9.149929E+13  5.889142E+12
   3.850000E-05  1.045000E-06  1.080278E+16  2.647928E+14 -9.149929E+13  5.829319E+12
   3.950000E-05  1.045000E-06  1.086092E+16  2.653266E+14 -9.281923E+13  5.895701E+12
   4.050000E-05  1.045000E-06  1.087636E+16  2.649230E+14 -9.251463E+13  5.897886E+12
   4.150000E-05  1.045000E-06  1.078965E+16  2.632582E+14 -9.439301E+13  5.870947E+12
   4.250000E-05  1.045000E-06  1.074886E+16  2.643259E+14 -9.141467E+13  5.920350E+12
   4.350000E-05  1.045000E-06  1.074385E+16  2.635867E+14 -9.094085E+13  5.873147E+12
   4.450000E-05  1.045000E-06  1.074565E+16  2.617564E+14 -9.100854E+13  5.794509E+12
   4.550000E-05  1.045000E-06  1.088896E+16  2.664698E+14 -9.229464E+13  5.933829E+12
